Frame,Time,Point-154250 X,Point-154250 Y,Point-154948 X,Point-154948 Y,Point-155505 X,Point-155505 Y,Point-155614 X,Point-155614 Y,Point-155746 X,Point-155746 Y,Point-160018 X,Point-160018 Y,Point-161826 X,Point-161826 Y,Point-162717 X,Point-162717 Y,Point-162918 X,Point-162918 Y,Point-164408 X,Point-164408 Y,Point-164408 X,Point-164408 Y,Point-165848 X,Point-165848 Y
765,25.5,,,,,,,,,9.93,6.6,,,14.65,9.68,10.77,-7.04,,,,,10.3,-2.88,,
766,25.53333333,,,,,,,,,10.12,6.55,,,14.62,9.63,10.76,-7.1,,,,,10.28,-2.88,,
767,25.56666667,,,,,,,,,10.22,6.59,,,14.57,9.69,10.76,-7.21,,,,,10.31,-2.84,,
768,25.6,,,,,,,,,10.29,6.71,,,14.55,9.68,10.76,-7.23,,,,,10.38,-2.89,,
769,25.63333333,,,,,,,,,10.35,6.8,,,14.57,9.74,10.78,-7.23,,,,,10.47,-2.9,,
770,25.66666667,,,,,,,,,10.41,6.77,,,14.54,9.8,10.87,-7.23,,,,,10.48,-2.83,,
771,25.7,,,,,,,,,10.48,6.66,,,14.5,9.81,10.85,-7.28,,,,,10.47,-2.79,,
772,25.73333333,,,,,,,,,10.47,6.59,,,14.44,9.77,10.87,-7.26,,,,,10.47,-2.78,,
773,25.76666667,,,,,,,,,10.27,6.66,,,14.42,9.83,10.86,-7.23,,,,,10.46,-2.79,,
774,25.8,,,,,,,,,10.05,6.57,,,14.45,9.72,10.88,-7.23,,,,,10.45,-2.83,,
775,25.83333333,,,,,,,,,9.86,6.61,,,14.48,9.77,10.89,-7.18,,,,,10.5,-2.88,,
776,25.86666667,,,,,,,,,9.94,6.73,,,14.55,9.79,10.89,-7.1,,,,,10.53,-2.88,,
777,25.9,,,,,,,,,9.88,6.82,,,14.48,9.76,10.84,-7.06,,,,,10.56,-2.89,,
778,25.93333333,,,,,,,,,9.71,6.8,,,14.53,9.83,10.87,-7.01,,,,,10.57,-2.96,,
779,25.96666667,,,,,,,,,9.78,6.76,,,14.56,9.87,10.89,-6.93,,,,,10.58,-2.95,,
780,26,,,,,,,,,10,6.59,,,14.55,9.89,10.94,-6.78,,,,,10.63,-2.9,,
781,26.03333333,,,,,,,,,10.16,6.64,,,14.5,9.86,10.93,-6.7,,,,,10.57,-2.87,,
782,26.06666667,,,,,,,,,10.25,6.72,,,14.54,9.88,10.87,-6.75,,,,,10.51,-2.8,,
783,26.1,,,,,,,,,10.26,6.65,,,,,10.83,-6.76,,,,,10.51,-2.75,,
784,26.13333333,,,,,,,,,10.23,6.73,,,14.55,10,10.74,-6.75,,,,,10.58,-2.65,,
785,26.16666667,,,,,,,,,10.1,6.71,,,14.56,9.96,10.82,-6.65,,,,,10.57,-2.65,,
786,26.2,,,,,,,,,9.94,6.72,,,14.57,9.96,10.92,-6.57,,,,,10.61,-2.62,,
787,26.23333333,,,,,,,,,9.9,6.89,,,14.56,9.94,10.86,-6.55,,,,,10.72,-2.54,,
788,26.26666667,,,,,,,,,9.85,6.78,,,14.57,9.89,10.82,-6.59,,,,,10.82,-2.51,,
789,26.3,,,,,,,,,9.93,6.78,,,14.57,9.89,10.82,-6.7,,,,,10.83,-2.53,,
790,26.33333333,,,,,,,,,9.87,6.85,,,14.57,9.89,10.9,-6.84,,,,,10.81,-2.5,,
791,26.36666667,,,,,,,,,9.83,6.79,,,14.63,9.91,11,-6.87,,,,,10.73,-2.43,,
792,26.4,,,,,,,,,9.83,6.61,,,14.56,9.87,11.09,-6.9,,,,,10.66,-2.42,,
793,26.43333333,,,,,,,,,9.87,6.78,,,14.56,9.87,11.15,-6.92,,,,,10.66,-2.46,,
794,26.46666667,,,,,,,,,9.93,6.98,,,14.56,9.86,11.13,-6.97,,,,,10.66,-2.44,,
795,26.5,,,,,,,,,9.91,7.04,,,14.54,9.84,11.05,-7.07,,,,,10.74,-2.43,,
796,26.53333333,,,,,,,,,10.01,7.2,,,14.53,9.92,10.99,-7.13,,,,,10.81,-2.46,,
797,26.56666667,,,,,,,,,9.94,7.24,,,14.48,9.94,11.04,-7.09,,,,,10.87,-2.52,,
798,26.6,,,,,,,,,9.91,7.13,,,14.52,9.99,11.11,-7.08,,,,,10.86,-2.47,,
799,26.63333333,,,,,,,,,9.93,6.99,,,14.53,10.02,11.04,-7.19,,,,,10.81,-2.45,,
800,26.66666667,,,,,,,,,9.88,6.91,,,14.49,10.03,10.9,-7.23,,,,,10.78,-2.46,,
801,26.7,,,,,,,,,10,6.83,,,14.49,10.04,10.81,-7.27,,,,,10.73,-2.49,,
802,26.73333333,,,,,,,,,10.29,6.74,,,,,10.79,-7.26,,,,,10.77,-2.51,,
803,26.76666667,,,,,,,,,10.41,6.66,,,14.48,9.99,10.72,-7.23,,,,,10.78,-2.42,,
804,26.8,,,,,,,,,10.29,6.55,,,14.53,9.92,10.6,-7.21,,,,,10.83,-2.4,,
805,26.83333333,,,,,,,,,10.13,6.55,,,14.47,9.92,10.54,-7.17,,,,,10.83,-2.42,,
806,26.86666667,,,,,,,,,10.1,6.7,,,14.4,9.95,10.55,-7.14,,,,,10.75,-2.46,,
807,26.9,,,,,,,,,10.15,6.91,,,14.33,9.9,10.64,-7.07,,,,,10.67,-2.5,,
808,26.93333333,,,,,,,,,10.21,7.07,,,14.29,9.92,10.72,-7,,,,,10.67,-2.5,,
809,26.96666667,,,,,,,,,10.13,7.17,,,14.31,9.91,10.76,-6.97,,,,,10.7,-2.65,,
810,27,,,,,,,,,10.01,7.18,,,14.29,9.96,10.8,-6.95,,,,,10.72,-2.73,,
811,27.03333333,,,,,,,,,9.72,7.1,,,14.25,9.9,10.84,-6.88,,,,,10.77,-2.77,,
812,27.06666667,,,,,,,,,9.57,7.03,,,14.21,9.89,10.87,-6.91,,,,,10.78,-2.76,,
813,27.1,,,,,,,,,9.44,6.71,,,14.28,9.97,10.85,-6.89,,,,,10.85,-2.73,,
814,27.13333333,,,,,,,,,9.37,6.5,,,14.27,9.95,10.83,-6.89,,,,,10.89,-2.75,,
815,27.16666667,,,,,,,,,9.39,6.5,,,14.28,9.94,10.81,-6.95,,,,,10.89,-2.74,,
816,27.2,,,,,,,,,9.36,6.48,,,,,10.77,-7.08,,,,,10.93,-2.77,,
817,27.23333333,,,,,,,,,9.36,6.45,,,14.33,9.97,10.78,-7.17,,,,,10.86,-2.69,,
818,27.26666667,,,,,,,,,9.36,6.52,,,14.36,9.98,10.82,-7.22,,,,,10.8,-2.62,,
819,27.3,,,,,,,,,9.38,6.42,,,14.3,10,10.78,-7.13,,,,,10.69,-2.65,,
820,27.33333333,,,,,,,,,9.36,6.48,,,,,10.79,-7.08,,,,,10.58,-2.7,,
821,27.36666667,,,,,,,,,9.36,6.53,,,14.17,9.97,10.73,-7.08,,,,,10.62,-2.69,,
822,27.4,,,,,,,,,9.39,6.6,,,14.19,9.95,10.69,-7.1,,,,,10.69,-2.69,,
823,27.43333333,,,,,,,,,9.44,6.67,,,14.22,9.89,10.68,-7.12,,,,,10.73,-2.66,,
824,27.46666667,,,,,,,,,9.47,6.73,,,14.25,9.9,10.68,-7.11,,,,,10.73,-2.61,,
825,27.5,,,,,,,,,9.48,6.82,,,14.27,9.86,,,,,,,10.73,-2.61,,
826,27.53333333,,,,,,,,,9.49,6.72,,,14.35,9.86,,,,,,,10.69,-2.59,,
827,27.56666667,,,,,,,,,9.55,6.74,,,14.43,9.85,,,,,,,10.62,-2.59,,
828,27.6,,,,,,,,,9.44,6.74,,,14.48,9.9,,,,,,,10.58,-2.58,,
829,27.63333333,,,,,,,,,9.45,6.8,,,14.52,9.95,,,,,,,10.58,-2.58,,
830,27.66666667,,,,,,,,,9.45,6.74,,,14.55,9.9,,,,,,,10.61,-2.69,,
831,27.7,,,,,,,,,9.36,6.77,,,14.51,9.91,,,,,,,10.63,-2.72,,
832,27.73333333,,,,,,,,,9.37,6.83,,,14.44,9.89,,,,,,,10.66,-2.77,,
833,27.76666667,,,,,,,,,9.35,6.77,,,14.49,9.83,,,,,,,10.62,-2.83,,
834,27.8,,,,,,,,,9.43,6.71,,,14.45,9.84,,,,,,,10.59,-2.87,,
835,27.83333333,,,,,,,,,9.5,6.71,,,14.39,9.84,,,,,,,10.58,-2.84,,
836,27.86666667,,,,,,,,,9.48,6.84,,,14.4,9.79,,,,,,,10.66,-2.78,,
837,27.9,,,,,,,,,9.43,6.72,,,14.34,9.79,,,,,,,10.73,-2.7,,
838,27.93333333,,,,,,,,,9.45,6.63,,,14.35,9.76,,,,,,,10.74,-2.65,,
839,27.96666667,,,,,,,,,9.52,6.82,,,14.38,9.79,,,,,,,10.7,-2.72,,
840,28,,,,,,,,,9.61,6.85,,,14.38,9.85,,,,,,,10.66,-2.78,,
841,28.03333333,,,,,,,,,9.76,6.83,,,14.35,9.88,,,,,,,10.66,-2.8,,
842,28.06666667,,,,,,,,,9.93,6.77,,,14.33,9.85,,,,,,,10.71,-2.79,,
843,28.1,,,,,,,,,10.07,6.81,,,14.33,9.86,,,,,,,10.81,-2.76,,
844,28.13333333,,,,,,,,,10.14,6.82,,,14.27,9.82,,,,,,,10.89,-2.79,,
845,28.16666667,,,,,,,,,10.15,6.95,,,14.28,9.82,,,,,,,10.96,-2.74,,
846,28.2,,,,,,,,,10.13,6.86,,,14.2,9.78,,,,,,,10.95,-2.73,,
847,28.23333333,,,,,,,,,10.06,6.8,,,14.21,9.83,,,,,,,10.88,-2.68,,
848,28.26666667,,,,,,,,,10,6.63,,,14.25,9.91,,,,,,,10.8,-2.69,,
849,28.3,,,,,,,,,10,6.58,,,14.25,9.91,,,,,,,10.74,-2.72,,
850,28.33333333,,,,,,,,,9.87,6.57,,,14.25,9.96,,,,,,,10.74,-2.67,,
851,28.36666667,,,,,,,,,9.77,6.51,,,14.28,10,,,,,,,10.8,-2.6,,
852,28.4,,,,,,,,,9.64,6.47,,,14.33,10.03,,,,,,,10.78,-2.52,,
853,28.43333333,,,,,,,,,9.57,6.57,,,14.34,10.04,,,,,,,10.7,-2.47,,
854,28.46666667,,,,,,,,,9.63,6.71,,,14.35,10.07,,,,,,,10.61,-2.43,,
855,28.5,,,,,,,,,9.81,6.84,,,14.25,10.13,,,,,,,10.58,-2.36,,
856,28.53333333,,,,,,,,,10.07,6.84,,,14.25,10.1,,,,,,,10.57,-2.3,,
857,28.56666667,,,,,,,,,10.2,6.89,,,14.25,10.1,,,,,,,10.55,-2.25,,
858,28.6,,,,,,,,,10.31,6.88,,,14.23,10.11,,,,,,,10.55,-2.25,,
859,28.63333333,,,,,,,,,10.4,6.76,,,14.21,10.07,,,,,,,10.57,-2.19,,
860,28.66666667,,,,,,,,,10.37,6.54,,,,,,,,,,,10.56,-2.13,,
861,28.7,,,,,,,,,10.32,6.37,,,14.19,9.92,,,,,,,10.5,-2.16,,
862,28.73333333,,,,,,,,,10.37,6.33,,,14.25,9.95,,,,,,,10.47,-2.17,,
863,28.76666667,,,,,,,,,10.44,6.33,,,14.24,9.94,,,,,,,10.46,-2.2,,
864,28.8,,,,,,,,,10.37,6.41,,,14.26,10.04,,,,,,,10.47,-2.29,,
865,28.83333333,,,,,,,,,10.3,6.67,,,14.28,10.04,,,,,,,10.55,-2.32,,
866,28.86666667,,,,,,,,,10.2,7.12,,,14.23,9.97,,,,,,,10.6,-2.21,,
867,28.9,,,,,,,,,10.14,7.62,,,14.23,9.97,,,,,,,10.62,-2.09,,
868,28.93333333,,,,,,,,,10.05,7.83,,,14.27,9.98,,,,,,,10.63,-2.05,,
869,28.96666667,,,,,,,,,10.12,7.75,,,14.32,10.06,,,,,,,10.63,-2.02,,
870,29,,,,,,,,,10.23,7.9,,,14.36,10.06,,,,,,,10.65,-1.95,,
871,29.03333333,,,,,,,,,10.24,8.06,,,14.42,10.06,,,,,,,10.63,-1.98,,
872,29.06666667,,,,,,,,,10.27,8.1,,,14.48,10.05,,,,,,,10.62,-2.05,,
873,29.1,,,,,,,,,10.33,8.03,,,14.53,10.03,,,,,,,10.65,-2.09,,
874,29.13333333,,,,,,,,,10.16,8.02,,,14.44,10.09,,,,,,,10.7,-2.09,,
875,29.16666667,,,,,,,,,10.02,7.93,,,14.53,10.02,,,,,,,10.8,-2.06,,
876,29.2,,,,,,,,,9.99,7.8,,,14.63,9.96,,,,,,,10.83,-2.09,,
877,29.23333333,,,,,,,,,9.91,7.65,,,14.56,9.88,,,,,,,10.78,-2.06,,
878,29.26666667,,,,,,,,,9.95,7.43,,,14.49,9.91,,,,,,,10.65,-2.02,,
879,29.3,,,,,,,,,9.82,7.16,,,14.45,9.88,,,,,,,10.51,-1.96,,
880,29.33333333,,,,,,,,,9.68,6.77,,,14.54,9.84,,,,,,,10.4,-1.91,,
881,29.36666667,,,,,,,,,9.63,6.31,,,14.54,9.84,,,,,,,10.39,-1.9,,
882,29.4,,,,,,,,,9.62,6.13,,,14.53,9.84,,,,,,,10.36,-1.9,,
883,29.43333333,,,,,,,,,9.67,6.06,,,14.46,9.83,,,,,,,10.37,-1.94,,
884,29.46666667,,,,,,,,,9.71,6.05,,,14.47,9.86,,,,,,,10.36,-1.94,,
885,29.5,,,,,,,,,9.66,6.12,,,14.47,9.87,,,,,,,10.44,-1.91,,
886,29.53333333,,,,,,,,,9.69,6.07,,,,,,,,,,,10.46,-1.83,,
887,29.56666667,,,,,,,,,9.74,6.02,,,14.46,9.94,,,,,,,10.4,-1.8,,
888,29.6,,,,,,,,,9.75,6.02,,,14.43,9.97,,,,,,,10.44,-1.86,,
889,29.63333333,,,,,,,,,9.69,6.04,,,14.42,9.96,,,,,,,10.47,-1.92,,
890,29.66666667,,,,,,,,,9.7,5.99,,,14.46,9.96,,,,,,,10.54,-1.99,,
891,29.7,,,,,,,,,9.62,5.92,,,14.44,10,,,,,,,10.62,-1.99,,
892,29.73333333,,,,,,,,,9.69,5.99,,,14.42,9.97,,,,,,,10.69,-2.01,,
893,29.76666667,,,,,,,,,9.75,6.05,,,14.42,9.92,,,,,,,10.73,-2.12,,
894,29.8,,,,,,,,,9.75,6.1,,,14.48,9.84,,,,,,,10.81,-2.09,,
895,29.83333333,,,,,,,,,9.72,6.1,,,14.42,9.79,,,,,,,10.89,-2.02,,
896,29.86666667,,,,,,,,,9.72,6.06,,,14.36,9.87,,,,,,,10.99,-1.91,,
897,29.9,,,,,,,,,9.65,5.92,,,14.36,9.83,,,,,,,10.97,-1.85,,
898,29.93333333,,,,,,,,,9.61,5.84,,,14.38,9.88,,,,,,,10.96,-1.87,,
899,29.96666667,,,,,,,,,9.74,5.81,,,14.44,9.94,,,,,,,10.96,-1.94,,
900,30,,,,,,,,,9.67,5.93,,,14.49,9.98,,,,,,,10.99,-2.05,,
901,30.03333333,,,,,,,,,9.8,6.04,,,,,,,,,,,11.03,-2.05,,
902,30.06666667,,,,,,,,,9.92,6.11,,,14.44,9.9,,,,,,,11.05,-2.09,,
903,30.1,,,,,,,,,9.92,6.15,,,14.41,9.9,,,,,,,11.07,-2.13,,
904,30.13333333,,,,,,,,,9.94,6.15,,,14.41,9.89,,,,,,,11.07,-2.14,,
905,30.16666667,,,,,,,,,9.85,6.17,,,14.48,9.87,,,,,,,11,-2.21,,
906,30.2,,,,,,,,,9.75,6.31,,,14.39,9.82,,,,,,,10.92,-2.21,,
907,30.23333333,,,,,,,,,9.69,6.29,,,14.31,9.86,,,,,,,10.96,-2.21,,
908,30.26666667,,,,,,,,,9.63,6.15,,,14.25,9.86,,,,,,,11.03,-2.22,,
909,30.3,,,,,,,,,9.62,6.04,,,14.23,9.9,,,,,,,11.01,-2.24,,
910,30.33333333,,,,,,,,,9.69,6.01,,,14.22,9.91,,,,,,,11.03,-2.31,,
911,30.36666667,,,,,,,,,9.87,6.06,,,14.23,9.87,,,,,,,11.03,-2.31,,
912,30.4,,,,,,,,,9.96,6.16,,,14.21,9.86,,,,,,,11.03,-2.24,,
913,30.43333333,,,,,,,,,10.04,6.36,,,14.16,9.84,,,,,,,10.95,-2.11,,
914,30.46666667,,,,,,,,,10.06,6.53,,,14.11,9.81,,,,,,,10.88,-2.06,,
915,30.5,,,,,,,,,10.1,6.6,,,14.13,9.84,,,,,,,10.85,-2.03,,
916,30.53333333,,,,,,,,,10.03,6.74,,,14.13,9.87,,,,,,,10.85,-1.99,,
917,30.56666667,,,,,,,,,9.97,6.81,,,14.13,9.85,,,,,,,10.89,-1.99,,
918,30.6,,,,,,,,,10.03,6.75,,,14.16,9.88,,,,,,,10.89,-1.9,,
919,30.63333333,,,,,,,,,10.17,6.67,,,,,,,,,,,10.95,-1.87,,
920,30.66666667,,,,,,,,,10.35,6.55,,,14.17,9.81,,,,,,,11.04,-1.87,,
921,30.7,,,,,,,,,10.58,6.57,,,14.17,9.83,,,,,,,11.07,-1.94,,
922,30.73333333,,,,,,,,,10.62,6.78,,,14.1,9.81,,,,,,,10.99,-2.05,,
923,30.76666667,,,,,,,,,10.6,6.91,,,14.07,9.82,,,,,,,10.93,-2.22,,
924,30.8,,,,,,,,,10.48,6.9,,,14.07,9.82,,,,,,,10.87,-2.36,,
925,30.83333333,,,,,,,,,10.28,6.75,,,14.09,9.86,,,,,,,10.78,-2.44,,
926,30.86666667,,,,,,,,,10.12,6.53,,,14.17,9.89,,,,,,,10.7,-2.43,,
927,30.9,,,,,,,,,9.97,6.38,,,14.17,9.93,,,,,,,10.7,-2.42,,
928,30.93333333,,,,,,,,,9.96,6.15,,,14.15,9.86,,,,,,,10.69,-2.35,,
929,30.96666667,,,,,,,,,9.99,6.02,,,14.2,9.93,,,,,,,10.73,-2.32,,
930,31,,,,,,,,,10.02,6.03,,,14.33,9.88,,,,,,,10.81,-2.25,,
931,31.03333333,,,,,,,,,9.97,5.98,,,14.34,9.83,,,,,,,10.84,-2.2,,
932,31.06666667,,,,,,,,,9.95,5.93,,,14.35,9.83,,,,,,,10.81,-2.28,,
933,31.1,,,,,,,,,9.97,5.91,,,,,,,,,,,10.83,-2.31,,
934,31.13333333,,,,,,,,,9.88,5.9,,,14.35,9.83,,,,,,,10.88,-2.28,,
935,31.16666667,,,,,,,,,9.95,5.89,,,14.36,9.8,,,,,,,10.88,-2.14,,
936,31.2,,,,,,,,,9.97,5.75,,,14.32,9.81,,,,,,,10.84,-2.1,,
937,31.23333333,,,,,,,,,10.02,5.71,,,14.35,9.76,,,,,,,10.82,-2.13,,
938,31.26666667,,,,,,,,,10.08,5.7,,,14.35,9.79,,,,,,,10.84,-2.17,,
939,31.3,,,,,,,,,10.08,5.65,,,14.31,9.82,,,,,,,10.89,-2.27,,
940,31.33333333,,,,,,,,,10.12,5.76,,,14.27,9.87,,,,,,,10.9,-2.21,,
941,31.36666667,,,,,,,,,10.12,5.65,,,14.34,9.91,,,,,,,10.89,-2.21,,
942,31.4,,,,,,,,,10.24,5.56,,,14.34,9.93,,,,,,,10.89,-2.17,,
943,31.43333333,,,,,,,,,10.38,5.47,,,14.35,9.95,,,,,,,10.89,-2.13,,
944,31.46666667,,,,,,,,,10.36,5.32,,,14.33,9.96,,,,,,,10.91,-2.09,,
945,31.5,,,,,,,,,10.19,5.28,,,14.33,9.95,,,,,,,10.89,-1.98,,
946,31.53333333,,,,,,,,,10.26,5.2,,,14.32,9.95,,,,,,,10.84,-1.92,,
947,31.56666667,,,,,,,,,10.42,5.16,,,14.33,9.89,,,,,,,10.79,-1.91,,
948,31.6,,,,,,,,,10.59,5.16,,,,,,,,,,,10.78,-1.87,,
949,31.63333333,,,,,,,,,10.63,5.09,,,,,,,,,,,10.75,-1.87,,
950,31.66666667,,,,,,,,,10.77,5.17,,,,,,,,,,,10.77,-1.84,,
951,31.7,,,,,,,,,10.83,5.28,,,,,,,,,,,10.77,-1.83,,
952,31.73333333,,,,,,,,,10.79,5.38,,,,,,,,,,,10.74,-1.86,,
953,31.76666667,,,,,,,,,10.59,5.36,,,,,,,,,,,10.75,-1.87,,
954,31.8,,,,,,,,,10.41,5.4,,,,,,,,,,,10.71,-1.91,,
955,31.83333333,,,,,,,,,10.26,5.34,,,,,,,,,,,10.69,-1.86,,
956,31.86666667,,,,,,,,,10.26,5.38,,,,,,,,,,,10.71,-1.83,,
957,31.9,,,,,,,,,10.25,5.36,,,,,,,,,,,10.7,-1.8,,
958,31.93333333,,,,,,,,,10.32,5.43,,,,,,,,,,,10.72,-1.8,,
959,31.96666667,,,,,,,,,10.42,5.54,,,,,,,,,,,10.79,-1.87,,
960,32,,,,,,,,,10.34,5.63,,,,,,,,,,,10.92,-1.9,,
961,32.03333333,,,,,,,,,10.18,5.48,,,,,,,,,,,11.02,-1.91,,
962,32.06666667,,,,,,,,,10.13,5.48,,,,,,,,,,,10.98,-1.98,,
963,32.1,,,,,,,,,10.08,5.53,,,,,,,,,,,10.88,-2.03,,
964,32.13333333,,,,,,,,,10,5.45,,,,,,,,,,,10.82,-2.02,,
965,32.16666667,,,,,,,,,10.12,5.39,,,,,,,,,,,10.79,-1.95,,
966,32.2,,,,,,,,,10.12,5.53,,,,,,,,,,,10.85,-1.95,,
967,32.23333333,,,,,,,,,10.09,5.57,,,,,,,,,,,10.85,-1.94,,
968,32.26666667,,,,,,,,,10.26,5.43,,,,,,,,,,,10.84,-1.98,,
969,32.3,,,,,,,,,10.34,5.12,,,,,,,,,,,10.83,-2.06,,
970,32.33333333,,,,,,,,,10.61,4.87,,,,,,,,,,,10.84,-2.02,,
971,32.36666667,,,,,,,,,10.91,4.78,,,,,,,,,,,10.85,-2.02,,
972,32.4,,,,,,,,,10.89,4.81,,,,,,,,,,,10.86,-1.95,,
973,32.43333333,,,,,,,,,10.88,5.05,,,,,,,,,,,10.93,-1.86,,
974,32.46666667,,,,,,,,,10.89,5.35,,,,,,,,,,,11.01,-1.8,,
975,32.5,,,,,,,,,10.85,5.31,,,,,,,,,,,11.04,-1.77,,
976,32.53333333,,,,,,,,,10.88,5.34,,,,,,,,,,,11,-1.79,,
977,32.56666667,,,,,,,,,10.88,5.31,,,,,,,,,,,10.91,-1.83,,
978,32.6,,,,,,,,,10.88,5.35,,,,,,,,,,,10.88,-1.87,,
979,32.63333333,,,,,,,,,10.89,5.28,,,,,,,,,,,10.84,-1.91,,
980,32.66666667,,,,,,,,,10.88,5.28,,,,,,,,,,,10.87,-1.98,,
981,32.7,,,,,,,,,10.84,5.32,,,,,,,,,,,10.9,-2,,
982,32.73333333,,,,,,,,,10.85,5.29,,,,,,,,,,,10.92,-2,,
983,32.76666667,,,,,,,,,10.87,5.25,,,,,,,,,,,11.03,-2.07,,
984,32.8,,,,,,,,,10.82,5.29,,,,,,,,,,,11.13,-2.03,,
985,32.83333333,,,,,,,,,10.84,5.27,,,,,,,,,,,11.2,-1.98,,
986,32.86666667,,,,,,,,,10.82,5.25,,,,,,,,,,,11.18,-1.95,,
987,32.9,,,,,,,,,10.83,5.23,,,,,,,,,,,11.24,-1.9,,
988,32.93333333,,,,,,,,,10.81,5.28,,,,,,,,,,,11.35,-1.97,,
989,32.96666667,,,,,,,,,10.84,5.26,,,,,,,,,,,11.46,-2.02,,
990,33,,,,,,,,,10.7,5.1,,,,,,,,,,,11.49,-2.1,,
991,33.03333333,,,,,,,,,10.49,4.85,,,,,,,,,,,11.53,-2.13,,
992,33.06666667,,,,,,,,,10.26,4.69,,,,,,,,,,,11.54,-2.1,,
993,33.1,,,,,,,,,10.15,4.65,,,,,,,,,,,11.52,-2.05,,
994,33.13333333,,,,,,,,,10.06,4.86,,,,,,,,,,,11.51,-2.02,,
995,33.16666667,,,,,,,,,10.01,5.07,,,,,,,,,,,11.45,-1.95,,
996,33.2,,,,,,,,,9.84,5.04,,,,,,,,,,,11.42,-1.93,,
997,33.23333333,,,,,,,,,9.69,5.18,,,,,,,,,,,11.41,-1.94,,
998,33.26666667,,,,,,,,,9.75,5.18,,,,,,,,,,,11.4,-1.96,,
999,33.3,,,,,,,,,9.81,4.93,,,,,,,,,,,11.36,-1.94,,
1000,33.33333333,,,,,,,,,9.91,4.58,,,,,,,,,,,11.27,-1.9,,
1001,33.36666667,,,,,,,,,9.98,4.16,,,,,,,,,,,11.24,-1.84,,
1002,33.4,,,,,,,,,10.04,3.91,,,,,,,,,,,11.25,-1.84,,
1003,33.43333333,,,,,,,,,10.21,3.81,,,,,,,,,,,11.22,-1.87,,
1004,33.46666667,,,,,,,,,10.31,3.88,,,,,,,,,,,11.17,-1.84,,
1005,33.5,,,,,,,,,10.12,3.9,,,,,,,,,,,11.17,-1.8,,
1006,33.53333333,,,,,,,,,10.03,3.84,,,,,,,,,,,11.25,-1.8,,
1007,33.56666667,,,,,,,,,10.19,3.89,,,,,,,,,,,11.26,-1.84,,
1008,33.6,,,,,,,,,10.38,3.91,,,,,,,,,,,11.18,-1.8,,
1009,33.63333333,,,,,,,,,10.33,3.9,,,,,,,,,,,11.15,-1.68,,
1010,33.66666667,,,,,,,,,10.35,3.84,,,,,,,,,,,11.15,-1.59,,
1011,33.7,,,,,,,,,10.5,3.7,,,,,,,,,,,11.19,-1.51,,
1012,33.73333333,,,,,,,,,10.48,3.63,,,,,,,,,,,11.19,-1.5,,
1013,33.76666667,,,,,,,,,10.34,3.55,,,,,,,,,,,11.22,-1.57,,
1014,33.8,,,,,,,,,10.18,3.56,,,,,,,,,,,11.22,-1.64,,
1015,33.83333333,,,,,,,,,10.01,3.62,,,,,,,,,,,11.22,-1.61,,
1016,33.86666667,,,,,,,,,9.95,3.6,,,,,,,,,,,11.18,-1.65,,
1017,33.9,,,,,,,,,10.04,3.63,,,,,,,,,,,11.18,-1.68,,
1018,33.93333333,,,,,,,,,10.02,3.43,,,,,,,,,,,11.2,-1.69,,
1019,33.96666667,,,,,,,,,10.02,3.29,,,,,,,,,,,11.14,-1.72,,
1020,34,,,,,,,,,10.08,3.25,,,,,,,,,,,11.15,-1.72,,
1021,34.03333333,,,,,,,,,10.36,3.38,,,,,,,,,,,11.19,-1.78,,
1022,34.06666667,,,,,,,,,10.51,3.68,,,,,,,,,,,11.21,-1.76,,
1023,34.1,,,,,,,,,10.52,3.91,,,,,,,,,,,11.24,-1.74,,
1024,34.13333333,,,,,,,,,10.48,4.04,,,,,,,,,,,11.23,-1.75,,
1025,34.16666667,,,,,,,,,10.33,4.19,,,,,,,,,,,11.22,-1.8,,
1026,34.2,,,,,,,,,10.25,4.41,,,,,,,,,,,11.18,-1.76,,
1027,34.23333333,,,,,,,,,10.31,4.67,,,,,,,,,,,11.15,-1.69,,
1028,34.26666667,,,,,,,,,10.23,4.79,,,,,,,,,,,11.19,-1.66,,
1029,34.3,,,,,,,,,10.01,4.75,,,,,,,,,,,11.22,-1.61,,
1030,34.33333333,,,,,,,,,9.81,4.61,,,,,,,,,,,11.25,-1.57,,
1031,34.36666667,,,,,,,,,9.76,4.42,,,,,,,,,,,11.26,-1.58,,
1032,34.4,,,,,,,,,9.72,4.17,,,,,,,,,,,11.26,-1.65,,
1033,34.43333333,,,,,,,,,9.69,4.07,,,,,,,,,,,11.15,-1.76,,
1034,34.46666667,,,,,,,,,9.72,3.9,,,,,,,,,,,11.03,-1.79,,
1035,34.5,,,,,,,,,9.65,3.83,,,,,,,,,,,10.96,-1.81,,
1036,34.53333333,,,,,,,,,9.5,3.81,,,,,,,,,,,10.92,-1.75,,
1037,34.56666667,,,,,,,,,9.51,3.9,,,,,,,,,,,10.88,-1.73,,
1038,34.6,,,,,,,,,9.43,3.91,,,,,,,,,,,10.92,-1.76,,
1039,34.63333333,,,,,,,,,9.52,3.95,,,,,,,,,,,10.93,-1.8,,
1040,34.66666667,,,,,,,,,9.53,3.96,,,,,,,,,,,10.89,-1.87,,
1041,34.7,,,,,,,,,9.51,3.86,,,,,,,,,,,10.89,-1.82,,
1042,34.73333333,,,,,,,,,9.61,3.93,,,,,,,,,,,10.91,-1.72,,
